# runnr, momentum, modName A, B, C, D, suppress conversion correction, 

#2103	5.6	4139	4294	4339	4030	1	2104	2
#2104	5.6	4139	4294	4339	4030	1	2104	2

2105	5.6	4139	4294	4339	4030	1	2108	1
2106	5.6	4139	4294	4339	4030	1	2108	1
2107	5.6	4139	4294	4339	4030	1	2108	1
2108	5.6	4139	4294	4339	4030	0	2108	1

2109	5.6	4139	4294	4339	4030	1	2112	-1
2110	5.6	4139	4294	4339	4030	1	2112	-1
2111	5.6	4139	4294	4339	4030	1	2112	-1
2112	5.6	4139	4294	4339	4030	0	2112	-1

2114	5.6	4139	4294	4339	4030	1	2113	-2
2115	5.6	4139	4294	4339	4030	1	2113	-2
2116	5.6	4139	4294	4339	4030	1	2113	-2
2113	5.6	4139	4294	4339	4030	0	2113	-2

2117	5.6	4139	4294	4339	4030	1	2120	-3
2118	5.6	4139	4294	4339	4030	1	2120	-3
2119	5.6	4139	4294	4339	4030	1	2120	-3	
2120	5.6	4139	4294	4339	4030	0	2120	-3

2121	5.6	4139	4294	4339	4030	1	2124	-4
2122	5.6	4139	4294	4339	4030	1	2124	-4
2123	5.6	4139	4294	4339	4030	1	2124	-4
2124	5.6	4139	4294	4339	4030	0	2124	-4

2125	5.6	4139	4294	4339	4030	1	2128	-5
2126	5.6	4139	4294	4339	4030	1	2128	-5
2127	5.6	4139	4294	4339	4030	1	2128	-5
2128	5.6	4139	4294	4339	4030	0	2128	-5

2129	5.6	4139	4294	4339	4030	1	2132	-6
2130	5.6	4139	4294	4339	4030	1	2132	-6
2131	5.6	4139	4294	4339	4030	1	2132	-6
2132	5.6	4139	4294	4339	4030	0	2132	-6

2138	5.6	4139	4294	4339	4030	1	2141	12
2139	5.6	4139	4294	4339	4030	1	2141	12
2140	5.6	4139	4294	4339	4030	1	2141	12
2141	5.6	4139	4294	4339	4030	0	2141	12

2142	5.6	4139	4294	4339	4030	1	2145	11
2143	5.6	4139	4294	4339	4030	1	2145	11
2144	5.6	4139	4294	4339	4030	1	2145	11
2145	5.6	4139	4294	4339	4030	0	2145	11

2146	5.6	4139	4294	4339	4030	0	2146	10
2147	5.6	4139	4294	4339	4030	1	2146	10
2148	5.6	4139	4294	4339	4030	1	2146	10
2149	5.6	4139	4294	4339	4030	1	2146	10

2151	5.6	4139	4294	4339	4030	1	2154	2
2152	5.6	4139	4294	4339	4030	1	2154	2
2153	5.6	4139	4294	4339	4030	1	2154	2
2154	5.6	4139	4294	4339	4030	0	2154	2


# Turned modules to 27.8 deg on plate

2187	5.6	4139	4294	4339	4030	1	2190	-6
2188	5.6	4139	4294	4339	4030	1	2190	-6
2189	5.6	4139	4294	4339	4030	1	2190	-6
2190	5.6	4139	4294	4339	4030	0	2190	-6

2192	5.6	4139	4294	4339	4030	1	2195	-5
2193	5.6	4139	4294	4339	4030	1	2195	-5
2194	5.6	4139	4294	4339	4030	1	2195	-5
2195	5.6	4139	4294	4339	4030	0	2195	-5

2209	5.6	4139	4294	4339	4030	1	2212	-4
2210	5.6	4139	4294	4339	4030	1	2212	-4
2211	5.6	4139	4294	4339	4030	1	2212	-4
2212	5.6	4139	4294	4339	4030	0	2212	-4

2213	5.6	4139	4294	4339	4030	1	2216	-3
2214	5.6	4139	4294	4339	4030	1	2216	-3
2215	5.6	4139	4294	4339	4030	1	2216	-3
2216	5.6	4139	4294	4339	4030	0	2216	-3

2217	5.6	4139	4294	4339	4030	1	2220	-2
2218	5.6	4139	4294	4339	4030	1	2220	-2
2219	5.6	4139	4294	4339	4030	1	2220	-2
2220	5.6	4139	4294	4339	4030	0	2220	-2

2221	5.6	4139	4294	4339	4030	1	2224	-1
2222	5.6	4139	4294	4339	4030	1	2224	-1
2223	5.6	4139	4294	4339	4030	1	2224	-1
2224	5.6	4139	4294	4339	4030	0	2224	-1

2225	5.6	4139	4294	4339	4030	1	2228	0
2226	5.6	4139	4294	4339	4030	1	2228	0
2227	5.6	4139	4294	4339	4030	1	2228	0
2228	5.6	4139	4294	4339	4030	0	2228	0

2229	5.6	4139	4294	4339	4030	1	2232	1
2230	5.6	4139	4294	4339	4030	1	2232	1
